date,time,x,y,num_people,people_ids,people_names
2014-01-10,2014-01-10 08:15:00,24.87958,36.04817,3,"15, 22, 30","15 (Loreto Bodrogi), 22 (Adra Nubarron), 30 (Felix Resumir)"
2014-01-10,2014-01-10 12:17:00,24.87957,36.04803,3,"10, 25, 30","10 (Ada Campo-Corrente), 25 (Kanon Herrero), 30 (Felix Resumir)"
2014-01-10,2014-01-10 12:17:00,24.87957,36.04811,3,"10, 25, 30","10 (Ada Campo-Corrente), 25 (Kanon Herrero), 30 (Felix Resumir)"
2014-01-10,2014-01-10 12:17:00,24.87957,36.04829,3,"11, 30, 101","11 (Axel Calzas), 30 (Felix Resumir), 101"
2014-01-10,2014-01-10 12:17:00,24.87957,36.04881,3,"10, 11, 25","10 (Ada Campo-Corrente), 11 (Axel Calzas), 25 (Kanon Herrero)"
2014-01-10,2014-01-10 12:17:00,24.87957,36.04908,3,"10, 30, 101","10 (Ada Campo-Corrente), 30 (Felix Resumir), 101"
2014-01-10,2014-01-10 12:17:00,24.87957,36.04917,3,"10, 25, 30","10 (Ada Campo-Corrente), 25 (Kanon Herrero), 30 (Felix Resumir)"
2014-01-10,2014-01-10 17:30:00,24.87957,36.04855,3,"23, 26, 27","23 (Varja Lagos), 26 (Marin Onda), 27 (Kare Orilla)"
2014-01-14,2014-01-14 12:05:00,24.87957,36.04811,3,"8, 12, 14","8 (Lucas Alcazar), 12 (Hideki Cocinaro), 14 (Lidelse Dedos)"
2014-01-14,2014-01-14 12:05:00,24.87957,36.0482,3,"8, 12, 14","8 (Lucas Alcazar), 12 (Hideki Cocinaro), 14 (Lidelse Dedos)"
2014-01-14,2014-01-14 12:23:00,24.87957,36.04855,3,"9, 23, 30","9 (Gustav Cazar), 23 (Varja Lagos), 30 (Felix Resumir)"
2014-01-14,2014-01-14 12:23:00,24.87957,36.04864,3,"9, 17, 30","9 (Gustav Cazar), 17 (Sven Flecha), 30 (Felix Resumir)"
2014-01-14,2014-01-14 12:23:00,24.87957,36.04873,3,"9, 23, 30","9 (Gustav Cazar), 23 (Varja Lagos), 30 (Felix Resumir)"
2014-01-14,2014-01-14 12:23:00,24.87957,36.04951,3,"9, 23, 30","9 (Gustav Cazar), 23 (Varja Lagos), 30 (Felix Resumir)"
2014-01-14,2014-01-14 13:39:00,24.87957,36.04803,3,"3, 33, 34","3 (Felix Balas), 33 (Brand Tempestad), 34 (Edvard Vann)"
2014-01-14,2014-01-14 13:45:00,24.87957,36.04803,3,"16, 17, 23","16 (Isia Vann), 17 (Sven Flecha), 23 (Varja Lagos)"
2014-01-14,2014-01-14 17:21:00,24.87957,36.04881,3,"2, 20, 25","2 (Lars Azada), 20 (Stenig Fusil), 25 (Kanon Herrero)"
2014-01-14,2014-01-14 17:21:00,24.87958,36.04846,3,"2, 20, 25","2 (Lars Azada), 20 (Stenig Fusil), 25 (Kanon Herrero)"
2014-01-14,2014-01-14 17:46:00,24.87957,36.0482,3,"18, 19, 24","18 (Birgitta Frente), 19 (Vira Frente), 24 (Minke Mies)"
2014-01-14,2014-01-14 17:46:00,24.87957,36.04846,3,"18, 19, 24","18 (Birgitta Frente), 19 (Vira Frente), 24 (Minke Mies)"
2014-01-15,2014-01-15 07:56:00,24.87957,36.04803,3,"12, 16, 32","12 (Hideki Cocinaro), 16 (Isia Vann), 32 (Orhan Strum)"
2014-01-15,2014-01-15 07:56:00,24.87957,36.04807,3,"12, 16, 21","12 (Hideki Cocinaro), 16 (Isia Vann), 21 (Hennie Osvaldo)"
2014-01-15,2014-01-15 07:56:00,24.87957,36.04817,3,"12, 16, 21","12 (Hideki Cocinaro), 16 (Isia Vann), 21 (Hennie Osvaldo)"
2014-01-15,2014-01-15 07:56:00,24.87957,36.04872,3,"12, 16, 21","12 (Hideki Cocinaro), 16 (Isia Vann), 21 (Hennie Osvaldo)"
2014-01-15,2014-01-15 07:56:00,24.87957,36.04882,3,"12, 16, 21","12 (Hideki Cocinaro), 16 (Isia Vann), 21 (Hennie Osvaldo)"
2014-01-15,2014-01-15 11:49:00,24.87957,36.04872,3,"13, 33, 106","13 (Inga Ferro), 33 (Brand Tempestad), 106"
2014-01-15,2014-01-15 11:50:00,24.87958,36.05065,3,"13, 33, 106","13 (Inga Ferro), 33 (Brand Tempestad), 106"
2014-01-15,2014-01-15 17:48:00,24.87957,36.04811,3,"1, 14, 32","1 (Nils Calixto), 14 (Lidelse Dedos), 32 (Orhan Strum)"
2014-01-16,2014-01-16 12:17:00,24.87957,36.04829,3,"9, 12, 14","9 (Gustav Cazar), 12 (Hideki Cocinaro), 14 (Lidelse Dedos)"
2014-01-16,2014-01-16 12:17:00,24.87957,36.04873,3,"9, 12, 14","9 (Gustav Cazar), 12 (Hideki Cocinaro), 14 (Lidelse Dedos)"
2014-01-16,2014-01-16 12:18:00,24.87957,36.04803,3,"4, 20, 32","4 (Ingrid Barranco), 20 (Stenig Fusil), 32 (Orhan Strum)"
2014-01-16,2014-01-16 13:36:00,24.87642,36.05306,3,"5, 19, 32","5 (Isak Baza), 19 (Vira Frente), 32 (Orhan Strum)"
2014-01-16,2014-01-16 13:37:00,24.87957,36.04803,3,"5, 19, 32","5 (Isak Baza), 19 (Vira Frente), 32 (Orhan Strum)"
2014-01-16,2014-01-16 13:37:00,24.87957,36.04821,3,"5, 19, 32","5 (Isak Baza), 19 (Vira Frente), 32 (Orhan Strum)"
2014-01-16,2014-01-16 13:37:00,24.87957,36.04856,3,"5, 19, 32","5 (Isak Baza), 19 (Vira Frente), 32 (Orhan Strum)"
2014-01-16,2014-01-16 13:57:00,24.87957,36.04855,3,"14, 27, 101","14 (Lidelse Dedos), 27 (Kare Orilla), 101"
2014-01-16,2014-01-16 13:57:00,24.87957,36.04917,3,"14, 27, 101","14 (Lidelse Dedos), 27 (Kare Orilla), 101"
2014-01-16,2014-01-16 14:00:00,24.87957,36.04803,3,"3, 11, 12","3 (Felix Balas), 11 (Axel Calzas), 12 (Hideki Cocinaro)"
2014-01-16,2014-01-16 17:19:00,24.87957,36.04803,3,"11, 17, 34","11 (Axel Calzas), 17 (Sven Flecha), 34 (Edvard Vann)"
2014-01-16,2014-01-16 17:19:00,24.87957,36.04846,3,"9, 23, 27","9 (Gustav Cazar), 23 (Varja Lagos), 27 (Kare Orilla)"
2014-01-16,2014-01-16 17:19:00,24.87957,36.04855,3,"11, 17, 34","11 (Axel Calzas), 17 (Sven Flecha), 34 (Edvard Vann)"
2014-01-16,2014-01-16 17:19:00,24.87957,36.04873,3,"17, 27, 34","17 (Sven Flecha), 27 (Kare Orilla), 34 (Edvard Vann)"
2014-01-16,2014-01-16 17:19:00,24.87957,36.05013,3,"9, 17, 27","9 (Gustav Cazar), 17 (Sven Flecha), 27 (Kare Orilla)"
2014-01-16,2014-01-16 17:19:00,24.87958,36.04916,3,"11, 27, 34","11 (Axel Calzas), 27 (Kare Orilla), 34 (Edvard Vann)"
2014-01-16,2014-01-16 17:19:00,24.87958,36.05056,3,"9, 11, 27","9 (Gustav Cazar), 11 (Axel Calzas), 27 (Kare Orilla)"
2014-01-16,2014-01-16 17:20:00,24.87958,36.05082,3,"9, 11, 17","9 (Gustav Cazar), 11 (Axel Calzas), 17 (Sven Flecha)"
2014-01-16,2014-01-16 17:25:00,24.87957,36.04821,3,"1, 24, 104","1 (Nils Calixto), 24 (Minke Mies), 104"
2014-01-16,2014-01-16 17:25:00,24.87957,36.04855,3,"1, 24, 30","1 (Nils Calixto), 24 (Minke Mies), 30 (Felix Resumir)"
2014-01-16,2014-01-16 17:26:00,24.87957,36.04864,3,"16, 104, 105","16 (Isia Vann), 104, 105"
2014-01-16,2014-01-16 17:26:00,24.87957,36.04872,3,"16, 104, 105","16 (Isia Vann), 104, 105"
2014-01-16,2014-01-16 17:26:00,24.87957,36.04916,3,"16, 104, 105","16 (Isia Vann), 104, 105"
2014-01-16,2014-01-16 17:38:00,24.87957,36.04829,3,"14, 104, 105","14 (Lidelse Dedos), 104, 105"
2014-01-16,2014-01-16 18:17:00,24.87957,36.0489,3,"104, 105, 106","104, 105, 106"
2014-01-16,2014-01-16 18:17:00,24.87957,36.049,3,"104, 105, 106","104, 105, 106"
2014-01-17,2014-01-17 08:29:00,24.87957,36.04847,3,"2, 13, 22","2 (Lars Azada), 13 (Inga Ferro), 22 (Adra Nubarron)"
2014-01-17,2014-01-17 08:29:00,24.87957,36.04882,3,"2, 13, 22","2 (Lars Azada), 13 (Inga Ferro), 22 (Adra Nubarron)"
2014-01-17,2014-01-17 12:15:00,24.87957,36.0482,3,"3, 26, 31","3 (Felix Balas), 26 (Marin Onda), 31 (Sten Sanjorge Jr.)"
2014-01-17,2014-01-17 12:21:00,24.87957,36.04829,3,"23, 24, 25","23 (Varja Lagos), 24 (Minke Mies), 25 (Kanon Herrero)"
2014-01-17,2014-01-17 12:21:00,24.87957,36.04855,3,"23, 24, 25","23 (Varja Lagos), 24 (Minke Mies), 25 (Kanon Herrero)"
2014-01-17,2014-01-17 12:21:00,24.87957,36.04881,3,"23, 24, 25","23 (Varja Lagos), 24 (Minke Mies), 25 (Kanon Herrero)"
2014-01-17,2014-01-17 17:12:00,24.87957,36.04811,3,"2, 24, 27","2 (Lars Azada), 24 (Minke Mies), 27 (Kare Orilla)"
2014-01-17,2014-01-17 17:12:00,24.87957,36.04829,3,"2, 24, 27","2 (Lars Azada), 24 (Minke Mies), 27 (Kare Orilla)"
2014-01-17,2014-01-17 17:12:00,24.87957,36.04837,3,"9, 24, 34","9 (Gustav Cazar), 24 (Minke Mies), 34 (Edvard Vann)"
2014-01-17,2014-01-17 17:12:00,24.87957,36.04863,3,"2, 8, 9","2 (Lars Azada), 8 (Lucas Alcazar), 9 (Gustav Cazar)"
2014-01-17,2014-01-17 17:12:00,24.87957,36.04864,3,"23, 24, 34","23 (Varja Lagos), 24 (Minke Mies), 34 (Edvard Vann)"
2014-01-17,2014-01-17 17:12:00,24.87957,36.04908,3,"9, 23, 34","9 (Gustav Cazar), 23 (Varja Lagos), 34 (Edvard Vann)"
2014-01-17,2014-01-17 17:12:00,24.87957,36.04978,3,"8, 9, 24","8 (Lucas Alcazar), 9 (Gustav Cazar), 24 (Minke Mies)"
2014-01-17,2014-01-17 17:12:00,24.87958,36.04829,3,"8, 9, 23","8 (Lucas Alcazar), 9 (Gustav Cazar), 23 (Varja Lagos)"
2014-01-17,2014-01-17 17:12:00,24.87958,36.0496,3,"2, 24, 27","2 (Lars Azada), 24 (Minke Mies), 27 (Kare Orilla)"
2014-01-17,2014-01-17 17:12:00,24.87958,36.04995,3,"2, 8, 24","2 (Lars Azada), 8 (Lucas Alcazar), 24 (Minke Mies)"
2014-01-17,2014-01-17 17:13:00,24.87957,36.05082,3,"2, 8, 9","2 (Lars Azada), 8 (Lucas Alcazar), 9 (Gustav Cazar)"
2014-01-17,2014-01-17 17:42:00,24.87957,36.04811,3,"19, 24, 25","19 (Vira Frente), 24 (Minke Mies), 25 (Kanon Herrero)"
2014-01-17,2014-01-17 17:42:00,24.87957,36.04899,3,"6, 19, 25","6 (Linnea Bergen), 19 (Vira Frente), 25 (Kanon Herrero)"
2014-01-17,2014-01-17 17:42:00,24.87957,36.04908,3,"19, 24, 25","19 (Vira Frente), 24 (Minke Mies), 25 (Kanon Herrero)"
2014-01-17,2014-01-17 17:42:00,24.87958,36.04873,3,"6, 24, 25","6 (Linnea Bergen), 24 (Minke Mies), 25 (Kanon Herrero)"
2014-01-17,2014-01-17 17:42:00,24.87958,36.0497,3,"6, 24, 25","6 (Linnea Bergen), 24 (Minke Mies), 25 (Kanon Herrero)"
2014-01-17,2014-01-17 17:42:00,24.87958,36.04977,3,"6, 19, 25","6 (Linnea Bergen), 19 (Vira Frente), 25 (Kanon Herrero)"
2014-01-06,2014-01-06 07:22:00,24.88595,36.06446,2,"1, 26","1 (Nils Calixto), 26 (Marin Onda)"
2014-01-06,2014-01-06 07:47:00,24.87958,36.05028,2,"10, 18","10 (Ada Campo-Corrente), 18 (Birgitta Frente)"
2014-01-06,2014-01-06 07:49:00,24.86858,36.07028,2,"7, 19","7 (Elsa Orilla), 19 (Vira Frente)"
2014-01-06,2014-01-06 07:50:00,24.86888,36.06965,2,"7, 19","7 (Elsa Orilla), 19 (Vira Frente)"
2014-01-06,2014-01-06 07:50:00,24.86928,36.06965,2,"7, 19","7 (Elsa Orilla), 19 (Vira Frente)"
2014-01-06,2014-01-06 07:50:00,24.87034,36.06965,2,"7, 19","7 (Elsa Orilla), 19 (Vira Frente)"
2014-01-06,2014-01-06 07:50:00,24.87049,36.06964,2,"7, 19","7 (Elsa Orilla), 19 (Vira Frente)"
2014-01-06,2014-01-06 07:51:00,24.8718,36.06957,2,"7, 19","7 (Elsa Orilla), 19 (Vira Frente)"
2014-01-06,2014-01-06 07:51:00,24.87287,36.06945,2,"7, 19","7 (Elsa Orilla), 19 (Vira Frente)"
2014-01-06,2014-01-06 07:51:00,24.87957,36.04803,2,"12, 33","12 (Hideki Cocinaro), 33 (Brand Tempestad)"
2014-01-06,2014-01-06 07:51:00,24.87957,36.04832,2,"12, 33","12 (Hideki Cocinaro), 33 (Brand Tempestad)"
2014-01-06,2014-01-06 07:51:00,24.87957,36.04857,2,"12, 33","12 (Hideki Cocinaro), 33 (Brand Tempestad)"
2014-01-06,2014-01-06 07:51:00,24.87958,36.04902,2,"12, 33","12 (Hideki Cocinaro), 33 (Brand Tempestad)"
2014-01-06,2014-01-06 07:54:00,24.87644,36.06331,2,"7, 19","7 (Elsa Orilla), 19 (Vira Frente)"
2014-01-06,2014-01-06 07:55:00,24.87618,36.0598,2,"7, 19","7 (Elsa Orilla), 19 (Vira Frente)"
2014-01-06,2014-01-06 07:56:00,24.87622,36.05858,2,"7, 19","7 (Elsa Orilla), 19 (Vira Frente)"
2014-01-06,2014-01-06 07:57:00,24.87619,36.0549,2,"7, 19","7 (Elsa Orilla), 19 (Vira Frente)"
2014-01-06,2014-01-06 07:58:00,24.87652,36.05261,2,"7, 19","7 (Elsa Orilla), 19 (Vira Frente)"
2014-01-06,2014-01-06 07:58:00,24.87655,36.05213,2,"7, 19","7 (Elsa Orilla), 19 (Vira Frente)"
2014-01-06,2014-01-06 07:59:00,24.87939,36.05192,2,"7, 19","7 (Elsa Orilla), 19 (Vira Frente)"
2014-01-06,2014-01-06 07:59:00,24.87957,36.05043,2,"7, 19","7 (Elsa Orilla), 19 (Vira Frente)"
2014-01-06,2014-01-06 07:59:00,24.87957,36.05183,2,"7, 19","7 (Elsa Orilla), 19 (Vira Frente)"
2014-01-06,2014-01-06 07:59:00,24.87958,36.05103,2,"7, 19","7 (Elsa Orilla), 19 (Vira Frente)"
2014-01-06,2014-01-06 08:00:00,24.87957,36.04802,2,"7, 19","7 (Elsa Orilla), 19 (Vira Frente)"
2014-01-06,2014-01-06 08:00:00,24.87957,36.0481,2,"7, 25","7 (Elsa Orilla), 25 (Kanon Herrero)"
2014-01-06,2014-01-06 08:00:00,24.87957,36.04838,2,"19, 21","19 (Vira Frente), 21 (Hennie Osvaldo)"
2014-01-06,2014-01-06 08:00:00,24.87957,36.04857,2,"19, 21","19 (Vira Frente), 21 (Hennie Osvaldo)"
2014-01-06,2014-01-06 08:00:00,24.87957,36.04864,2,"7, 25","7 (Elsa Orilla), 25 (Kanon Herrero)"
2014-01-06,2014-01-06 08:00:00,24.87957,36.04872,2,"19, 21","19 (Vira Frente), 21 (Hennie Osvaldo)"
2014-01-06,2014-01-06 08:00:00,24.87957,36.04884,2,"7, 25","7 (Elsa Orilla), 25 (Kanon Herrero)"
2014-01-06,2014-01-06 08:00:00,24.87957,36.04887,2,"19, 21","19 (Vira Frente), 21 (Hennie Osvaldo)"
2014-01-06,2014-01-06 08:00:00,24.87957,36.04907,2,"19, 21","19 (Vira Frente), 21 (Hennie Osvaldo)"
2014-01-06,2014-01-06 08:00:00,24.87957,36.04914,2,"7, 25","7 (Elsa Orilla), 25 (Kanon Herrero)"
2014-01-06,2014-01-06 08:00:00,24.87957,36.0492,2,"7, 25","7 (Elsa Orilla), 25 (Kanon Herrero)"
2014-01-06,2014-01-06 08:00:00,24.87957,36.04949,2,"7, 25","7 (Elsa Orilla), 25 (Kanon Herrero)"
2014-01-06,2014-01-06 08:00:00,24.87958,36.04974,2,"7, 25","7 (Elsa Orilla), 25 (Kanon Herrero)"
2014-01-06,2014-01-06 08:01:00,24.87957,36.04803,2,"23, 25","23 (Varja Lagos), 25 (Kanon Herrero)"
2014-01-06,2014-01-06 08:06:00,24.87957,36.04803,2,"8, 16","8 (Lucas Alcazar), 16 (Isia Vann)"
2014-01-06,2014-01-06 08:06:00,24.87957,36.04882,2,"8, 16","8 (Lucas Alcazar), 16 (Isia Vann)"
2014-01-06,2014-01-06 08:06:00,24.87958,36.04898,2,"8, 16","8 (Lucas Alcazar), 16 (Isia Vann)"
2014-01-06,2014-01-06 08:14:00,24.90051,36.05301,2,"15, 30","15 (Loreto Bodrogi), 30 (Felix Resumir)"
2014-01-06,2014-01-06 08:15:00,24.90026,36.05253,2,"15, 30","15 (Loreto Bodrogi), 30 (Felix Resumir)"
2014-01-06,2014-01-06 08:16:00,24.89285,36.0504,2,"15, 30","15 (Loreto Bodrogi), 30 (Felix Resumir)"
2014-01-06,2014-01-06 08:16:00,24.89313,36.05034,2,"15, 30","15 (Loreto Bodrogi), 30 (Felix Resumir)"
2014-01-06,2014-01-06 08:17:00,24.88946,36.05033,2,"15, 30","15 (Loreto Bodrogi), 30 (Felix Resumir)"
2014-01-06,2014-01-06 08:18:00,24.88065,36.04915,2,"15, 30","15 (Loreto Bodrogi), 30 (Felix Resumir)"
2014-01-06,2014-01-06 08:18:00,24.88112,36.0496,2,"15, 30","15 (Loreto Bodrogi), 30 (Felix Resumir)"
2014-01-06,2014-01-06 08:18:00,24.88114,36.0498,2,"15, 30","15 (Loreto Bodrogi), 30 (Felix Resumir)"
2014-01-06,2014-01-06 08:18:00,24.88114,36.04986,2,"15, 30","15 (Loreto Bodrogi), 30 (Felix Resumir)"
2014-01-06,2014-01-06 08:18:00,24.88117,36.04995,2,"15, 30","15 (Loreto Bodrogi), 30 (Felix Resumir)"
2014-01-06,2014-01-06 08:18:00,24.88117,36.05,2,"15, 30","15 (Loreto Bodrogi), 30 (Felix Resumir)"
2014-01-06,2014-01-06 08:19:00,24.87957,36.04803,2,"15, 30","15 (Loreto Bodrogi), 30 (Felix Resumir)"
2014-01-06,2014-01-06 08:19:00,24.87957,36.04806,2,"15, 30","15 (Loreto Bodrogi), 30 (Felix Resumir)"
2014-01-06,2014-01-06 08:19:00,24.87957,36.04817,2,"15, 30","15 (Loreto Bodrogi), 30 (Felix Resumir)"
2014-01-06,2014-01-06 08:19:00,24.87957,36.04836,2,"5, 30","5 (Isak Baza), 30 (Felix Resumir)"
2014-01-06,2014-01-06 08:19:00,24.87957,36.04847,2,"15, 30","15 (Loreto Bodrogi), 30 (Felix Resumir)"
2014-01-06,2014-01-06 08:19:00,24.87957,36.04851,2,"15, 30","15 (Loreto Bodrogi), 30 (Felix Resumir)"
2014-01-06,2014-01-06 08:19:00,24.87957,36.04861,2,"15, 30","15 (Loreto Bodrogi), 30 (Felix Resumir)"
